text@aat1974f	@aat1974f	0.69	1.17	бизнес //
text@aat1974f	@aat1974f	2.69	4.7	человеку у которого есть дети вообще не страшно /
text@aat1974f	@aat1974f	4.93	6.04	вот у меня два подростка /
text@aat1974f	@aat1974f	6.12	8.11	ничего страшнее этого я вас уверяю нету /
text@aat1974f	@aat1974f	8.14	10.0	два подростка в переходном возрасте //
text@aat1974f	@aat1974f	10.67	11.51	любой бизнес /
text@aat1974f	@aat1974f	11.8	12.54	отдыхает! //
text@aat1974f	@aat1974f	12.835	12.836	то
text@aat1974f	@aat1974f	12.836	12.837	есть
text@aat1974f	@aat1974f	12.837	12.838	предприниматель
text@aat1974f	@aat1974f	12.838	12.84	это
text@aat1974f	@aat1974f	12.85	14.14	то есть предприниматель /
text@aat1974f	@aat1974f	14.155	14.955	это /
text@aat1974f	@aat1974f	14.965	15.71	вообще ягодки // вообще ягодки /
text@aat1974f	@aat1974f	15.71	17.78	вот мать двоих детей! //
text@aat1974f	@aat1974f	19.23	20.67	я вас уверяю! //
text@aat1974f	@aat1974f	20.69	21.36	да //
text@aat1974f	@aat1974f	22.185	23.005	эээ / ну //
text@aat1974f	@aat1974f	23.385	27.185	слушайте это / это сложная тема и действительно все по-разному относятся /
text@aat1974f	@aat1974f	27.185	30.165	и в любом случае я считаю что дети важнее чем бизнес это /
text@aat1974f	@aat1974f	30.285	32.345	это однозначно и ты можешь в жизни там //
text@aat1974f	@aat1974f	32.605	33.285	не знаю //
text@aat1974f	@aat1974f	33.475	39.285	из-за своего какого-нибудь важного совещания или там важной какой-нибудь штуки там провеснь... пропустить детский утренник //
text@aat1974f	@aat1974f	41.47	41.83	эээ //
text@aat1974f	@aat1974f	42.21	44.87	ну это знаете тоже сейчас вот отдельно вам скажу на эту тему //
text@aat1974f	@aat1974f	44.89	45.13	ну вот /
text@aat1974f	@aat1974f	45.33	45.69	эээ /
text@aat1974f	@aat1974f	45.7	47.17	что можно пропустить детский утренник /
text@aat1974f	@aat1974f	47.305	48.555	я считаю что нет не можно /
text@aat1974f	@aat1974f	48.62	49.28	потому что /
text@aat1974f	@aat1974f	49.65	50.1	эээ /
text@aat1974f	@aat1974f	50.215	51.125	всё это проходит /
text@aat1974f	@aat1974f	51.375	51.775	иии /
text@aat1974f	@aat1974f	51.785	53.845	вот этих моментов в бизнесе будет ещё миллион /
text@aat1974f	@aat1974f	53.855	54.22	правда /
text@aat1974f	@aat1974f	54.22	56.15	и они не важны так как любой детский утренник /
text@aat1974f	@aat1974f	56.225	57.155	потому что они растут /
text@aat1974f	@aat1974f	57.18	58.42	и утренников больше не будет //
text@aat1974f	@aat1974f	58.945	59.275	и //
text@aat1974f	@aat1974f	59.61	60.34	это важно /
text@aat1974f	@aat1974f	60.405	61.685	я считаю что это приоритет /
text@aat1974f	@aat1974f	61.705	62.035	я /
text@aat1974f	@aat1974f	62.18	63.4	очень много работаю /
text@aat1974f	@aat1974f	63.43	63.96	то есть это //
text@aat1974f	@aat1974f	64.265	67.175	а одно из моих наверное ключевых каких-то достоинств //
text@aat1974f	@aat1974f	71.53	72.87	начинается день вот такой вот //
text@aat1974f	@aat1974f	73.31	75.51	иногда он начинается по-разному вот начинается день /
text@aat1974f	@aat1974f	75.62	76.67	с... сегодняшний день вот /
text@aat1974f	@aat1974f	76.71	80.34	вот сегодня вообще я не очень хочу рано вставать но вот сегодняшний начался вот так вот //
text@aat1974f	@aat1974f	80.805	81.495	господи! //
text@aat1974f	@aat1974f	82.585	84.775	господи! / ну почему не сегодня суббота? //
text@aat1974f	@aat1974f	84.78	86.27	#смеётся# //
text@aat1974f	@aat1974f	86.305	88.085	а / вот знаете как в анекдоте этом /
text@aat1974f	@aat1974f	88.105	88.375	про //
text@aat1974f	@aat1974f	88.62	89.07	эээ /
text@aat1974f	@aat1974f	89.115	89.485	мам /
text@aat1974f	@aat1974f	89.57	92.57	ну можно я в школу не пойду? Вовочка нельзя ты же директор /
text@aat1974f	@aat1974f	92.57	92.77	господи! /
text@aat1974f	@aat1974f	92.835	94.215	ну почему я не могу /
text@aat1974f	@aat1974f	94.215	95.075	не пойти /
text@aat1974f	@aat1974f	95.08	95.79	никуда! //
text@aat1974f	@aat1974f	96.205	97.835	потому что ты обещала! //
text@aat1974f	@aat1974f	97.96	98.46	иди! //
text@aat1974f	@aat1974f	99.2	99.73	и э /
text@aat1974f	@aat1974f	99.815	101.275	поэтому сегодня тяжело было //
text@aat1974f	@aat1974f	102.225	104.145	слушайте ну по-разному я просыпаюсь где-нибудь я не встаю сильно рано /
text@aat1974f	@aat1974f	104.165	104.545	я /
text@aat1974f	@aat1974f	104.565	105.465	не встаю сильно рано /
text@aat1974f	@aat1974f	105.515	106.675	то есть я просыпаюсь ну там /
text@aat1974f	@aat1974f	106.955	107.415	ну /
text@aat1974f	@aat1974f	107.465	108.445	в восемь в полдевятого //
text@aat1974f	@aat1974f	108.69	109.06	эээ //
text@aat1974f	@aat1974f	109.515	109.785	э /
text@aat1974f	@aat1974f	109.89	110.25	я /
text@aat1974f	@aat1974f	110.25	111.62	у меня нету такого что я /
text@aat1974f	@aat1974f	111.695	112.885	у меня есть дни когда /
text@aat1974f	@aat1974f	113.04	115.68	у меня есть чёткое расписание у меня есть дни когда я точно на фабрике /
text@aat1974f	@aat1974f	115.74	117.33	у меня есть дни когда я езжу в кафе /
text@aat1974f	@aat1974f	117.595	120.5	у меня есть дни по которым у меня стоят вот такие константные встречи /
text@aat1974f	@aat1974f	120.5	122.51	всё время я встречаюсь с руководителями //
text@aat1974f	@aat1974f	122.935	124.125	каждую неделю //
text@aat1974f	@aat1974f	125.82	126.32	да //
text@aat1974f	@aat1974f	127.42	127.68	да //
text@aat1974f	@aat1974f	128.22	128.5	да //
text@aat1974f	@aat1974f	128.83	129.77	какие-то вещи //
text@aat1974f	@aat1974f	130.19	130.42	да //
text@aat1974f	@aat1974f	131.485	131.855	конечно //
text@aat1974f	@aat1974f	132.72	132.99	да //
text@aat1974f	@aat1974f	136.85	139.38	не / я прикинула / не / я прикинула всегда накануне /
text@aat1974f	@aat1974f	139.385	139.565	я /
text@aat1974f	@aat1974f	139.645	140.795	всегда знаю //
text@aat1974f	@aat1974f	140.95	141.7	ну то есть день /
text@aat1974f	@aat1974f	141.755	142.325	уже знаю //
text@aat1974f	@aat1974f	142.72	145.2	во-первых во-вторых у меня хороший помощник она эээ //
text@aat1974f	@aat1974f	145.51	146.08	э боль... /
text@aat1974f	@aat1974f	146.235	149.365	очень большую часть моего вот это вот я иногда даже не знаю что //
text@aat1974f	@aat1974f	149.68	151.0	потому что она знает //
text@aat1974f	@aat1974f	151.36	152.55	да потому что она знает //
text@aat1974f	@aat1974f	152.745	153.655	потому что //
text@aat1974f	@aat1974f	154.11	154.6	эээ //
text@aat1974f	@aat1974f	154.895	155.005	э /
text@aat1974f	@aat1974f	155.08	155.33	э /
text@aat1974f	@aat1974f	155.46	156.9	мне сложновато это делать /
text@aat1974f	@aat1974f	156.98	158.32	ну и у меня отнимает это ресурс //
text@aat1974f	@aat1974f	158.51	159.71	она делает это лучше чем я //
text@aat1974f	@aat1974f	160.1	162.27	и я непунктуальная очень я везде опаздываю потому что /
text@aat1974f	@aat1974f	162.295	162.825	потому что //
text@aat1974f	@aat1974f	179.065	179.575	папа //
text@aat1974f	@aat1974f	181.96	182.52	Катя //
text@aat1974f	@aat1974f	182.75	183.24	и Тёма //
text@aat1974f	@aat1974f	183.955	185.395	#смеётся# //
text@aat1974f	@aat1974f	185.415	186.515	это моя сестра //
text@aat1974f	@aat1974f	187.125	189.975	у меня вообще всё в жизни благодаря семье //
text@aat1974f	@aat1974f	190.43	191.56	иии //
text@aat1974f	@aat1974f	192.445	194.69	сестра она просто моя / она про Андерсон /
text@aat1974f	@aat1974f	194.862	197.042	ну то есть вот всё что у меня есть в Андерсене /
text@aat1974f	@aat1974f	197.1	198.14	это моя сестра /
text@aat1974f	@aat1974f	198.152	199.602	все таблички придуманы /
text@aat1974f	@aat1974f	199.637	199.897	все //
text@aat1974f	@aat1974f	200.357	200.767	эээ /
text@aat1974f	@aat1974f	200.842	201.962	она прям сама Андерсон //
text@aat1974f	@aat1974f	202.592	203.692	мы с ней просто из одного //
text@aat1974f	@aat1974f	203.722	204.362	маленького города //
text@aat1974f	@aat1974f	204.822	205.272	поэтому //
text@aat1974f	@aat1974f	207.177	207.497	да //
text@aat1974f	@aat1974f	207.817	208.097	старший //
text@aat1974f	@aat1974f	209.617	210.977	ну нельзя сказать что только Артём /
text@aat1974f	@aat1974f	210.997	211.287	и Тимур /
text@aat1974f	@aat1974f	211.342	212.852	у Тимура вообще очень многому учусь //
text@aat1974f	@aat1974f	214.707	215.307	так что //
text@aat1974f	@aat1974f	215.657	216.817	дети папа и Катя //
text@aat1974f	@aat1974f	221.917	224.007	ущербность налоговой системы //
text@aat1974f	@aat1974f	224.482	225.762	точно абсолютно //
text@aat1974f	@aat1974f	226.682	227.212	ааа //
text@aat1974f	@aat1974f	228.027	228.877	ущербность //
text@aat1974f	@aat1974f	228.962	229.522	эээ /
text@aat1974f	@aat1974f	229.592	230.422	системы //
text@aat1974f	@aat1974f	230.557	232.907	контроля надзорной деятельности //
text@aat1974f	@aat1974f	233.362	234.592	отсутствие //
text@aat1974f	@aat1974f	234.977	236.377	разумно дешёвых денег //
text@aat1974f	@aat1974f	242.257	243.967	вообще если бы я знала куда лучше инвестировать /
text@aat1974f	@aat1974f	244.092	244.902	то я бы не сказала //
text@aat1974f	@aat1974f	245.047	246.487	потому что я б сама инвестировала //
text@aat1974f	@aat1974f	254.647	255.667	#смеётся#
text@aat1974f	@aat1974f	255.817	256.097	а /
text@aat1974f	@aat1974f	256.197	257.877	вот мы сейчас ставим много новых продуктов //
text@aat1974f	@aat1974f	258.027	259.847	мы сырники недавно поставили //
text@aat1974f	@aat1974f	260.097	261.777	по вашим многочисленным заявкам /
